component	file	line	marker	text
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	978	contract	 <TouchableOpacity onPress={() => removeDrug(drug.id)}>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	992	contract	 <TouchableOpacity key={f} onPress={() => updateDrug(drug.id, { freq: f })}
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1009	contract	 <TouchableOpacity key={d} onPress={() => updateDrug(drug.id, { duration: d })}
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1023	contract	 <NBtn label={AR ? '+ إضافة دواء' : '+ Add Medication'} variant="outline"
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1024	contract	 onPress={() => setDrugSearch(true)} style={{ marginBottom: SP.lg }} />
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1055	contract	 <NBtn label={AR ? ' حفظ وإصدار الوصفة' : ' Save & Issue Prescription'}
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1058	contract	 onPress={handleSavePrescription} />
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1067	contract	 <TouchableOpacity onPress={() => addDrug(search.trim())}
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1077	contract	 <TouchableOpacity key={d.id} onPress={() => addDrug(d.name)}
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1091	contract	 <TouchableOpacity key={t.id} onPress={() => { setDrugs(t.drugs); setShowTemplates(false); show(AR ? 'تم تحميل النموذج' : 'Template loaded successfully', 'success'); 
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1103	contract	 <NBtn label={AR ? ' حفظ' : ' Save'} onPress={() => {
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1152	contract	 <NBtn label={AR ? 'رجوع' : 'Back'} onPress={onBack} style={{ marginTop: SP.xxl }} />
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1182	contract	 <TouchableOpacity key={d} onPress={() => setDays(d)}
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1203	contract	 <NBtn label={AR ? ' إصدار وإرسال الإجازة' : ' Issue & Send Sick Leave'}
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1205	contract	 onPress={async () => {
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1211	contract	 await client.post(`/provider/requests/${apt.id}/sick-leave`, {
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1248	contract	 <TouchableOpacity onPress={() => setViewMode('create')} style={{ flex: 1, paddingVertical: SP.sm, borderBottomWidth: 2, borderBottomColor: viewMode === 'create' ? theme.primary : 
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1251	contract	 <TouchableOpacity onPress={() => setViewMode('track')} style={{ flex: 1, paddingVertical: SP.sm, borderBottomWidth: 2, borderBottomColor: viewMode === 'track' ? theme.primary : 't
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1285	contract	 <TouchableOpacity key={s.id} onPress={() => setSpec(s.id)}
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1311	contract	 <NBtn label={AR ? 'خدمة التحويل غير متاحة حتى تكتمل الموافقات' : 'Referral service unavailable pending workflow approval'}
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1348	contract	 <TouchableOpacity key={t.k} onPress={() => { setType(t.k as any); setSelected([]); }}
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1369	contract	 <TouchableOpacity key={item.id} onPress={() => toggle(item.id)}>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1394	contract	 <NBtn label={AR ? ' إرسال الطلب' : ' Send Request'}
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1396	contract	 onPress={async () => { 
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1399	contract	 await client.post(endpoint, {
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1519	contract	 <TouchableOpacity key={sec.k} onPress={() => setActive(sec.k)}
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1603	contract	 onPress={() => handleRemoveTag(tag)}
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1634	contract	 onPress={handleAddTag}
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1662	contract	 <NBtn
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1664	contract	 onPress={handleAddNote}
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1754	contract	 const res = await client.get('/provider/wallet');
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1757	contract	 const txRes = await client.get('/provider/wallet/transactions');
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1796	contract	 <NBtn label={AR ? 'طلب سحب رصيد' : 'Withdraw Funds'} icon="money" onPress={() => onNavigate('withdrawal_workflow')} style={{ marginTop: SP.md }} />
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1797	contract	 <NBtn label={AR ? 'التقارير والإحصائيات' : 'Revenue Insights & Reports'} variant="outline" onPress={() => onNavigate('revenue_insights')} style={{ marginTop: SP
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1843	contract	 const res = await client.get('/chats/provider');
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1857	contract	 const res = await client.get(`/chats/${chat.id}/messages`);
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1868	contract	 await client.post(`/chats/${activeChat.id}/messages`, { text: sentText });
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1883	contract	 <TouchableOpacity onPress={() => setActiveChat(null)} style={{ padding: SP.xs }}>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1897	contract	 <TouchableOpacity onPress={() => show(AR ? 'بدء مكالمة فيديو' : 'Starting video call...', 'info')} style={{ padding: SP.xs }}>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1932	contract	 <TouchableOpacity onPress={sendMessage} disabled={!msg.trim()}
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	1967	contract	 <TouchableOpacity key={c.id} onPress={() => openChat(c)} activeOpacity={0.8}>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2027	contract	 await client.post('/provider/settings/delta', {
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2062	contract	 <TouchableOpacity onPress={handleUnlink} style={{ marginTop: SP.md, alignSelf: AR ? 'flex-start' : 'flex-end' }}>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2069	contract	 <NSettingsRow icon="document" label={AR ? 'دعوات المنشآت (0)' : 'Facility Invitations (0)'} onPress={() => onNavigate('facility_invitations')} />
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2092	contract	 <TouchableOpacity onPress={toggleLang}
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2135	contract	 {!isPricingLocked && <NBtn label={AR ? 'حفظ التعديلات' : 'Save Changes'} onPress={requestDeltaUpdate} style={{ marginTop: SP.md }} />}
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2140	contract	 <NSettingsRow icon="user" label={AR ? 'تعديل الملف الشخصي' : 'Edit Profile'} onPress={() => onNavigate('profile_edit')} />
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2141	contract	 <NSettingsRow icon="mapPin" label={AR ? 'الموقع ونطاق التغطية' : 'Location & Coverage'} onPress={() => onNavigate('location_config')} />
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2142	contract	 <NSettingsRow icon="calendar" label={AR ? 'مواعيد العمل (Scheduler)' : 'Availability Engine'} onPress={() => onNavigate('availability_engine')} />
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2143	contract	 <NSettingsRow icon="shield" label={AR ? 'شركات التأمين' : 'Insurance Config'} onPress={() => onNavigate('insurance_config')} />
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2146	contract	 <NBtn label={AR ? 'تسجيل الخروج' : 'Logout'} onPress={onLogout} variant="outline" style={{ borderColor: theme.danger, marginTop: SP.lg }} labelStyle={{ color: theme.dan
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2186	contract	 <TouchableOpacity key={c} onPress={() => setCompany(c)}
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2206	contract	 <TouchableOpacity key={p} onPress={() => setPlan(p)}
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2292	contract	 <TouchableOpacity key={i} onPress={() => setType(AR ? t.ar : t.en)}
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2331	contract	 <NBtn
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2334	contract	 onPress={async () => {
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2336	contract	 await client.post(`/provider/requests/${apt?.id || 'new'}/medical-report`, {
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2362	contract	 client.get('/provider/notifications').then(res => {
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2378	contract	 client.get('/provider/directory')
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2399	contract	 <TouchableOpacity onPress={onBack}>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2413	contract	 <TouchableOpacity key={f.k} onPress={() => setFilter(f.k as any)}
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2430	contract	 <TouchableOpacity onPress={() => {
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2509	contract	 <NBtn
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2514	contract	 onPress={() => {
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2536	contract	 <NBtn
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2541	contract	 onPress={() => {
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2566	contract	 <NBtn label={AR ? ' حفظ إعدادات المزامنة' : ' Save Sync Settings'}
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2567	contract	 onPress={() => { show(AR ? 'تم حفظ إعدادات المزامنة' : 'Sync settings saved', 'success'); onBack(); }} />
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2638	contract	 <TouchableOpacity key={m} onPress={() => setMinutes(m)}
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2661	contract	 <NBtn label={AR ? ' حفظ' : ' Save'}
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2662	contract	 onPress={() => { show(AR ? 'تم حفظ الإعدادات' : 'Settings saved', 'success'); onBack(); }} />
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2715	contract	 <NBtn label={AR ? ' تواصل' : ' Call'} size="xs" full={false}
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2717	contract	 onPress={() => show(AR ? 'جاري الاتصال المشفّر...' : 'Encrypted call...', 'info')} />
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2718	contract	 <NBtn label={AR ? '+ تواصل' : '+ Connect'} size="xs" variant="outline" full={false}
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2720	contract	 onPress={() => show(AR ? 'تم إرسال طلب التواصل' : 'Connection request sent', 'success')} />
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2789	contract	 const res = await client.get('/provider/capabilities/doctor-sessions');
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2837	contract	 await client.post('/provider/capabilities/doctor-sessions', payload);
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2865	contract	 await client.post('/provider/capabilities/doctor-sessions', payload);
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2880	contract	 await client.delete(`/provider/capabilities/doctor-sessions/${id}`);
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2905	contract	 await client.post('/provider/capabilities/doctor-sessions', payload);
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2925	contract	 <TouchableOpacity onPress={() => setShowAddSheet(true)} style={{ backgroundColor: theme.primary, paddingHorizontal: SP.lg, paddingVertical: SP.sm, borderRadius: R.md }}>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2954	contract	 <TouchableOpacity onPress={() => openEdit(s)} style={{ padding: SP.xs }}>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2957	contract	 <TouchableOpacity onPress={() => handleDeleteService(s.id)} style={{ padding: SP.xs }}>
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2972	contract	 <NBtn label={AR ? ' حفظ' : ' Save'} onPress={saveEdit} style={{ marginTop: SP.md }} />
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	2985	contract	 <NBtn label={AR ? ' إضافة الخدمة' : ' Add Service'} onPress={handleAddService} style={{ marginTop: SP.md }} />
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	3051	contract	 <NBtn label={AR ? '+ إضافة باقة جديدة' : '+ Add New Plan'} variant="outline"
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	3052	contract	 onPress={addPlan} style={{ marginBottom: SP.lg }} />
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	3054	contract	 <NBtn label={AR ? ' حفظ الباقات' : ' Save Plans'}
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	3055	contract	 onPress={() => { show(AR ? 'تم حفظ باقات الاشتراك ' : 'Plans saved ', 'success'); onBack(); }} />
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	3121	contract	 const res = await client.get('/provider/profile');
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	3140	contract	 await client.patch('/provider/profile', {
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	3203	contract	 <NBtn label={AR ? ' حفظ التعديلات' : ' Save Changes'} onPress={handleSave} loading={loading} style={{ marginTop: SP.lg }} />
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	3248	contract	 <NBtn label={AR ? 'حفظ' : 'Save'} onPress={handleSave} style={{ marginTop: SP.lg }} />
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	3324	contract	 <NBtn label={AR ? ' حفظ الإعدادات' : ' Save Settings'} onPress={handleSave} style={{ marginTop: SP.xl }} />
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	3405	contract	 onPress={handleUpload}
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	3472	contract	 onPress={() => handleDelete(img.id)}
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	3491	contract	 onPress={handleAddPhoto}
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	3537	contract	 const res = await fetch(`${API_BASE}/calls/provider/waiting-room`, { headers });
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	3554	contract	 await fetch(`${API_BASE}/calls/provider/ping-patient`, {
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	3568	contract	 await fetch(`${API_BASE}/calls/provider/no-show`, {
provider	provider-app/src/screens/doctor/DoctorDashboard.tsx	3600	contract	 <NBtn label={AR ? 'تنبيه (Ping)' : 'Ping'} variant="outline" onPress={() => pingPatient(p.id)} />
